id,canonicalName,displayName,slug,aliases,identityStatus,lifecycleStatus,publicationStatus,officialDomain,officialWebsite,country,headquarters,foundedYear,parentCompany,shortDescriptionEn,categories,families,series,industries,logoAssetPath,sourceRecordIds,checkedAt,contentStatus,seoStatus,seoTitleCore,seoMetaFactual,reviewBlockerCode,reviewBlockerCategory,completenessScore
sivag,SIVAG Pumpen GmbH,SIVAG,sivag,SIVAG | SIVAG PUMPEN,CONFIRMED,CURRENT,BRAND_SAFE,sivag-pumpen.at,https://www.sivag-pumpen.at/en,Austria,,1989,,The source-backed SIVAG portfolio covers pumps and pumping systems. The confirmed country record is Austria.,pumps and pumping systems,Chemical Standard Pumps | Rotary Lobe Pumps | Internal Gear Pumps | Self-Priming Pumps,,chemical processing | industrial processing | food and pharmaceutical processing,brand-assets/logos/sivag.png,brand-sivag-official,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SIVAG Pumps and pumping systems,"SIVAG manufacturer profile covering pumps and pumping systems, based on official company and product sources.",,,90
skako,SKAKO,SKAKO,skako,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_EXTERNAL_SOURCE,SOURCE_ACCESS_BLOCKED,0
skc-gleittechnik,SKC Gleittechnik GmbH,SKC Gleittechnik,skc-gleittechnik,SKC | SKC GLEITTECHNIK,CONFIRMED,LEGACY_BRAND,BRAND_SAFE,skc-technik.de,https://skc-technik.de/,Germany,,,,SKC Gleittechnik publishes official information for coating and finishing equipment. The published range names Mouldable Sliding Coatings and Joint Coatings.,coating and finishing equipment,Mouldable Sliding Coatings | Joint Coatings,,industrial manufacturing | industrial processing,,brand-skc-transition,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SKC Gleittechnik Coating and finishing equipment,"SKC Gleittechnik manufacturer profile covering coating and finishing equipment, based on official company and product sources.",,,80
skf,SKF,SKF,skf,,CONFIRMED,CURRENT,BRAND_SAFE,skf.com,https://www.skf.com/,Sweden,,1907,,"The source-backed SKF portfolio covers bearings, sealing components, lubrication systems, and industrial tools. The confirmed country record is Sweden.",bearings | sealing components | lubrication systems | industrial tools,,,industrial manufacturing | energy | transportation,brand-assets/logos/skf.svg,brand-skf-products,2026-08-12,EN_CONTENT_READY,SEO_CORE_READY,SKF Bearings,"SKF manufacturer profile covering bearings, sealing components, and lubrication systems, based on official company and product sources.",,,85
skoda-electric,Škoda Electric a.s.,Škoda Electric,skoda-electric,SKODA ELECTRIC | ŠKODA ELECTRIC,CONFIRMED,GROUP_COMPANY,BRAND_SAFE,skodagroup.com,https://www.skodagroup.com/catalogues/electric-systems-components,Czech Republic,,,Škoda Group,"Manufacturer-owned sources identify Škoda Electric with electric motors, electrical power systems, thermal-management equipment, and measurement and instrumentation. The confirmed country record is Czech Republic.",electric motors | electrical power systems | thermal-management equipment | measurement and instrumentation,Traction Motors | Traction Converters | Static Converters | Battery Chargers | Motor-Gear Units | HVAC Systems | Energy Measurement Systems,,rail | transportation,brand-assets/logos/skoda-electric.svg,brand-skoda-electric-group-catalogue,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Škoda Electric Electric motors,"Škoda Electric manufacturer profile covering electric motors, electrical power systems, and thermal-management equipment, based on official company and product sources.",,,95
sks-sensors,SKS SENSORS,SKS SENSORS,sks-sensors,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,AMBIGUOUS_IDENTITY,AMBIGUOUS_IDENTITY,0
smart,SMART,SMART,smart,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,AMBIGUOUS_IDENTITY,AMBIGUOUS_IDENTITY,0
smedegaard,SMEDEGAARD,SMEDEGAARD,smedegaard,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_EXTERNAL_SOURCE,SOURCE_ACCESS_BLOCKED,0
sml-maschinengesellschaft,SML Maschinengesellschaft mbH,SML,sml-maschinengesellschaft,SML | SML MASCHINENGESELLSCHAFT,CONFIRMED,CURRENT,BRAND_SAFE,sml.at,https://www.sml.at/company,Austria,,,,"Manufacturer-owned sources identify SML with process equipment, industrial machinery, and industrial automation and control. The confirmed country record is Austria.",process equipment | industrial machinery | industrial automation and control,Cast Film Lines | Sheet Lines | Coating and Laminating Lines | Multifilament Spinning Lines | Extrusion Systems,,packaging | industrial processing,brand-assets/logos/sml-maschinengesellschaft.svg,brand-sml-company,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SML Process equipment,"SML manufacturer profile covering process equipment, industrial machinery, and industrial automation and control, based on official company and product sources.",,,90
sms-elotherm,SMS Elotherm GmbH,SMS Elotherm,sms-elotherm,SMS ELOTHERM | ELOTHERM,CONFIRMED,GROUP_COMPANY,BRAND_SAFE,sms-elotherm.com,https://www.sms-elotherm.com/en/about-us/key-facts/,Germany,,,SMS group GmbH,"First-party sources establish SMS Elotherm in thermal-management equipment, welding and cutting equipment, industrial machinery, and industrial automation and control. The confirmed country record is Germany.",thermal-management equipment | welding and cutting equipment | industrial machinery | industrial automation and control,Induction Hardening Systems | Quench and Temper Lines | Induction Welding and Annealing Systems | Strip Heating Systems | Forging Heating Systems,,industrial manufacturing | transportation | industrial processing,,brand-sms-elotherm-key-facts,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SMS Elotherm Thermal-management equipment,"SMS Elotherm manufacturer profile covering thermal-management equipment, welding and cutting equipment, and industrial machinery, based on official company and product sources.",,,80
sms-meer,SMS Meer GmbH,SMS Meer,sms-meer,SMS MEER,CONFIRMED,LEGACY_BRAND,BRAND_SAFE,sms-group.com,https://www.sms-group.com/en-us/company/our-brands/heritage-brands/meer,Germany,,,SMS group GmbH,"SMS Meer GmbH is documented in official material for industrial machinery and process equipment. Official product material names Tube and Pipe Mills, Section Mills, Long-Product Plants, and Metallurgical Machinery.",industrial machinery | process equipment,Tube and Pipe Mills | Section Mills | Long-Product Plants | Metallurgical Machinery,,industrial manufacturing | industrial processing,brand-assets/logos/sms-meer.svg,brand-sms-meer-heritage,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SMS Meer Industrial machinery,"SMS Meer manufacturer profile covering industrial machinery and process equipment, based on official company and product sources.",,,90
smw-autoblok,SMW-AUTOBLOK,SMW-AUTOBLOK,smw-autoblok,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_EXTERNAL_SOURCE,SOURCE_ACCESS_BLOCKED,0
sn-maschinenbau,SN Maschinenbau GmbH,SN Maschinenbau,sn-maschinenbau,SN MASCHINENBAU | SN PACKAGING,CONFIRMED,CURRENT,BRAND_SAFE,sn-packaging.com,https://www.sn-packaging.com/en/,Germany,,,,The source-backed SN Maschinenbau portfolio covers filling and packaging machinery and industrial automation and control. The confirmed country record is Germany.,filling and packaging machinery | industrial automation and control,Horizontal Form-Fill-Seal Machines | Premade-Pouch Machines | Filling and Sealing Lines | Packaging Automation,,packaging | food and pharmaceutical processing | industrial processing,brand-assets/logos/sn-maschinenbau.svg,brand-sn-packaging-official,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SN Maschinenbau Filling and packaging machinery,"SN Maschinenbau manufacturer profile covering filling and packaging machinery and industrial automation and control, based on official company and product sources.",,,90
snfa,SNFA,SNFA,snfa,SNFA BEARINGS,CONFIRMED,LEGACY_BRAND,BRAND_SAFE,evolution.skf.com,https://evolution.skf.com/en/brand-new/,,,,AB SKF,The source-backed SNFA portfolio covers bearings. Its documented corporate parent is AB SKF.,bearings,Super-Precision Bearings | Angular Contact Ball Bearings,,industrial manufacturing | industrial processing,,brand-snfa-skf-successor,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SNFA Bearings,"SNFA manufacturer profile covering bearings, based on official company and product sources.",,,75
snr,NTN-SNR,SNR,snr,SNR | NTN-SNR | NTN SNR,CONFIRMED,GROUP_BRAND,BRAND_SAFE,ntn-snr.com,https://www.ntn-snr.com/,France,,,NTN Corporation,"Official SNR material documents a product scope covering bearings and shaft-locking and transmission components. Documented families and lines include Ball Bearings, Roller Bearings, Bearing Units, Automotive Bearings, and Maintenance Products.",bearings | shaft-locking and transmission components,Ball Bearings | Roller Bearings | Bearing Units | Automotive Bearings | Maintenance Products,,industrial processing | transportation | industrial manufacturing,,brand-snr-official,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SNR Bearings,"SNR manufacturer profile covering bearings and shaft-locking and transmission components, based on official company and product sources.",,,80
soco-sSystem,SOCO SYSTEM A/S,SOCO SYSTEM,soco-sSystem,SOCO SYSTEM | SOCO,CONFIRMED,CURRENT,BRAND_SAFE,socosystem.com,https://www.socosystem.com/world,Denmark,,,,"Official SOCO SYSTEM material documents a product scope covering filling and packaging machinery, conveying and material-handling systems, and industrial automation and control. Documented families and lines include Case Erectors, Case Sealers, Roller Conveyors, Pallet Handling Systems, and Cobot Packaging Systems.",filling and packaging machinery | conveying and material-handling systems | industrial automation and control,Case Erectors | Case Sealers | Roller Conveyors | Pallet Handling Systems | Cobot Packaging Systems,,packaging | industrial processing | factory automation,brand-assets/logos/soco-sSystem.png,brand-soco-system-official,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SOCO SYSTEM Filling and packaging machinery,"SOCO SYSTEM manufacturer profile covering filling and packaging machinery, conveying and material-handling systems, and industrial automation and control, based on official company and product sources.",,,90
socomec,Socomec SAS,Socomec,socomec,SOCOMEC,CONFIRMED,CURRENT,BRAND_SAFE,socomec.com,https://www.socomec.com/,France,,,,"Official Socomec material documents a product scope covering industrial automation and control, measurement and instrumentation, electrical power systems, and industrial battery and energy-storage systems. Documented families and lines include Power Switching and Protection, Uninterruptible Power Supplies, Energy Storage Systems, Power Conversion Systems, and Power Metering and Monitoring.",industrial automation and control | measurement and instrumentation | electrical power systems | industrial battery and energy-storage systems,Power Switching and Protection | Uninterruptible Power Supplies | Energy Storage Systems | Power Conversion Systems | Power Metering and Monitoring,,energy | industrial processing,,brand-socomec-official,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Socomec Industrial automation and control,"Socomec manufacturer profile covering industrial automation and control, measurement and instrumentation, and electrical power systems, based on official company and product sources.",,,80
sodeca,"SODECA, S.L.U.",SODECA,sodeca,SODECA,CONFIRMED,CURRENT,BRAND_SAFE,sodeca.com,https://www.sodeca.com/productos,Spain,,,,"SODECA publishes official information for industrial fans and blowers and thermal-management equipment. The published range names Axial Fans, Centrifugal Fans, Roof Fans, Smoke Extraction Fans, and Air Treatment Units.",industrial fans and blowers | thermal-management equipment,Axial Fans | Centrifugal Fans | Roof Fans | Smoke Extraction Fans | Air Treatment Units,,industrial processing | factory automation,,brand-sodeca-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SODECA Industrial fans and blowers,"SODECA manufacturer profile covering industrial fans and blowers and thermal-management equipment, based on official company and product sources.",,,80
sodick,"Sodick Co., Ltd.",Sodick,sodick,SODICK,CONFIRMED,CURRENT,BRAND_SAFE,sodick.co.jp,https://www.sodick.co.jp/en/product/,Japan,,,,"Official Sodick material documents a product scope covering industrial machinery and process equipment. Documented families and lines include Electrical Discharge Machines, Machining Centres, Metal 3D Printers, Injection Moulding Machines, and Industrial Machinery.",industrial machinery | process equipment,Electrical Discharge Machines | Machining Centres | Metal 3D Printers | Injection Moulding Machines | Industrial Machinery,,industrial manufacturing | industrial processing,brand-assets/logos/sodick.png,brand-sodick-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Sodick Industrial machinery,"Sodick manufacturer profile covering industrial machinery and process equipment, based on official company and product sources.",,,90
sodime,SODIME,SODIME,sodime,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_NO_AUTHORITATIVE_SOURCE,OFFICIAL_SOURCE_NOT_ESTABLISHED,0
sofrance,SOFRANCE,SOFRANCE,sofrance,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_EXTERNAL_SOURCE,SOURCE_ACCESS_BLOCKED,0
solartron,SOLARTRON,SOLARTRON,solartron,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,AMBIGUOUS_IDENTITY,AMBIGUOUS_IDENTITY,0
solberg,"Solberg Manufacturing, Inc.",Solberg,solberg,SOLBERG | SOLBERG MANUFACTURING,CONFIRMED,CURRENT,BRAND_SAFE,solbergmfg.com,https://www.solbergmfg.com/pages/filters-traps-silencers,United States,,,,"Manufacturer-owned sources identify Solberg with filtration and water systems, vacuum equipment, and compressors and compressed-air systems. The confirmed country record is United States.",filtration and water systems | vacuum equipment | compressors and compressed-air systems,Inlet Filters | Liquid Separators | Vacuum Filters | Industrial Silencers | Oil Mist Eliminators,,industrial processing | energy | water and wastewater,brand-assets/logos/solberg.webp,brand-solberg-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Solberg Filtration and water systems,"Solberg manufacturer profile covering filtration and water systems, vacuum equipment, and compressors and compressed-air systems, based on official company and product sources.",,,90
solcon,Solcon-IGEL,Solcon,solcon,SOLCON | SOLCON-IGEL | SOLCON IGEL,CONFIRMED,CURRENT,BRAND_SAFE,solconigel.com,https://solconigel.com/products/,,,,,The source-backed Solcon portfolio covers industrial relays and industrial automation and control.,industrial relays | industrial automation and control,Low-Voltage Soft Starters | Medium-Voltage Soft Starters | Motor Protection Relays | Switchgear | Heat Control Systems,,industrial processing | water and wastewater | energy,brand-assets/logos/solcon.webp,brand-solcon-current-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Solcon Industrial relays,"Solcon manufacturer profile covering industrial relays and industrial automation and control, based on official company and product sources.",,,85
solving-deutschland-gmbh,SOLVING DEUTSCHLAND GMBH,SOLVING DEUTSCHLAND GMBH,solving-deutschland-gmbh,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_IDENTITY_SCOPE_UNRESOLVED,NOT_MANUFACTURER_OR_SCOPE_MISMATCH,0
somai,SOMAI S.r.l.,SOMAI,somai,SOMAI,CONFIRMED,CURRENT,BRAND_SAFE,somai.it,https://www.somai.it/chi_siamo.htm,Italy,,1976,,"SOMAI publishes official information for industrial vibration equipment, pneumatic equipment, and industrial machinery. The published range names Electric Vibrators, Pneumatic Vibrators, Precast Concrete Machinery, and Custom Vibration Systems.",industrial vibration equipment | pneumatic equipment | industrial machinery,Electric Vibrators | Pneumatic Vibrators | Precast Concrete Machinery | Custom Vibration Systems,,industrial processing | industrial manufacturing,brand-assets/logos/somai.svg,brand-somai-company,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SOMAI Industrial vibration equipment,"SOMAI manufacturer profile covering industrial vibration equipment, pneumatic equipment, and industrial machinery, based on official company and product sources.",,,90
somas,SOMAS Instrument AB,SOMAS,somas,SOMAS,CONFIRMED,CURRENT,BRAND_SAFE,somas.se,https://somas.se/en/products/,Sweden,"Säffle, Sweden",,,"Official SOMAS material documents a product scope covering industrial valves and flow control, linear-motion components, and industrial automation and control. Documented families and lines include Ball Segment Valves, Butterfly Valves, Ball Valves, Control Valves, On-Off Valves, and Pneumatic Actuators.",industrial valves and flow control | linear-motion components | industrial automation and control,Ball Segment Valves | Butterfly Valves | Ball Valves | Control Valves | On-Off Valves | Pneumatic Actuators,,wood and paper processing | energy | industrial processing,brand-assets/logos/somas.png,brand-somas-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SOMAS Industrial valves and flow control,"SOMAS manufacturer profile covering industrial valves and flow control, linear-motion components, and industrial automation and control, based on official company and product sources.",,,95
soosan,SOOSAN,SOOSAN,soosan,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,AMBIGUOUS_IDENTITY,AMBIGUOUS_IDENTITY,0
southwest-oilfeld-products,SOUTHWEST OILFIELD PRODUCTS,SOUTHWEST OILFIELD PRODUCTS,southwest-oilfeld-products,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_DUPLICATE_CANONICAL_ENTITY,POSSIBLE_DUPLICATE,0
southwest-oilfield-products,"Southwest Oilfield Products, Inc.",Southwest Oilfield Products,southwest-oilfield-products,SOUTHWEST OILFIELD PRODUCTS | SWOP | SOUTHWEST,CONFIRMED,CURRENT,BRAND_SAFE,swoil.com,https://swoil.com/mud-pump-solutions/,United States,"Houston, Texas, United States",,,The source-backed Southwest Oilfield Products portfolio covers pumps and pumping systems and industrial valves and flow control. The confirmed country record is United States.,pumps and pumping systems | industrial valves and flow control,Mud Pump Packages | Fluid Ends | Liners and Pistons | Valves and Seats | Mud System Components,,oil and gas,brand-assets/logos/southwest-oilfield-products.png,brand-southwest-oilfield-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Southwest Oilfield Products Pumps and pumping systems,"Southwest Oilfield Products manufacturer profile covering pumps and pumping systems and industrial valves and flow control, based on official company and product sources.",,,95
spaggiari,SPAGGIARI,SPAGGIARI,spaggiari,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_NO_AUTHORITATIVE_SOURCE,OFFICIAL_SOURCE_NOT_ESTABLISHED,0
spal-automotive,SPAL Automotive S.r.l.,SPAL Automotive,spal-automotive,SPAL | SPAL AUTOMOTIVE,CONFIRMED,CURRENT,BRAND_SAFE,spal.com,https://www.spal.com/,Italy,,,,"Manufacturer-owned sources identify SPAL Automotive with industrial fans and blowers, electric motors, and thermal-management equipment. The confirmed country record is Italy.",industrial fans and blowers | electric motors | thermal-management equipment,Axial Fans | Centrifugal Blowers | Electric Fan Drives | Cooling System Components,,transportation | industrial processing,brand-assets/logos/spal-automotive.png,brand-spal-official,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SPAL Automotive Industrial fans and blowers,"SPAL Automotive manufacturer profile covering industrial fans and blowers, electric motors, and thermal-management equipment, based on official company and product sources.",,,90
spandau-pumpen,SPANDAU PUMPEN,SPANDAU PUMPEN,spandau-pumpen,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_EXTERNAL_SOURCE,SOURCE_ACCESS_BLOCKED,0
spectro,SPECTRO ANALYTICAL INSTRUMENTS,SPECTRO ANALYTICAL INSTRUMENTS,spectro,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_EXTERNAL_SOURCE,SOURCE_ACCESS_BLOCKED,0
spg-co,"SPG Co., Ltd.",SPG,spg-co,SPG | SPG CO,CONFIRMED,CURRENT,BRAND_SAFE,spg.co.kr,https://spg.co.kr/products?gnbScroll=1&sub=6&tab=1,South Korea,,,,"SPG Co., Ltd. is documented in official material for electric motors and gear units and geared drives. Official product material names AC Geared Motors, DC Geared Motors, Brushless DC Geared Motors, Worm Reducers, Planetary Gears, Strain-Wave Gears, and Cycloidal Gears.",electric motors | gear units and geared drives,AC Geared Motors | DC Geared Motors | Brushless DC Geared Motors | Worm Reducers | Planetary Gears | Strain-Wave Gears | Cycloidal Gears,,factory automation | industrial manufacturing,,brand-spg-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SPG Electric motors,"SPG manufacturer profile covering electric motors and gear units and geared drives, based on official company and product sources.",,,80
spir-star,SPIR STAR AG,SPIR STAR,spir-star,SPIR STAR | SPIRSTAR,CONFIRMED,CURRENT,BRAND_SAFE,spirstar.de,https://www.spirstar.de/en/products/,Germany,,,,"Official SPIR STAR material documents a product scope covering industrial valves and flow control, hydraulic equipment, and industrial connectivity. Documented families and lines include Ultra-High-Pressure Hoses, High-Pressure Valves, Adapters and Fittings, High-Pressure Tubing, and Quick Couplings.",industrial valves and flow control | hydraulic equipment | industrial connectivity,Ultra-High-Pressure Hoses | High-Pressure Valves | Adapters and Fittings | High-Pressure Tubing | Quick Couplings,,oil and gas | industrial processing | water and wastewater,brand-assets/logos/spir-star.webp,brand-spir-star-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SPIR STAR Industrial valves and flow control,"SPIR STAR manufacturer profile covering industrial valves and flow control, hydraulic equipment, and industrial connectivity, based on official company and product sources.",,,90
spirol,SPIROL,SPIROL,spirol,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_EXTERNAL_SOURCE,SOURCE_ACCESS_BLOCKED,0
spm-instrument,SPM Instrument AB,SPM Instrument,spm-instrument,SPM | SPM INSTRUMENT,CONFIRMED,CURRENT,BRAND_SAFE,spminstrument.com,https://www.spminstrument.com/,Sweden,,,,"Manufacturer-owned sources identify SPM Instrument with industrial sensors, measurement and instrumentation, and industrial automation and control. The confirmed country record is Sweden.",industrial sensors | measurement and instrumentation | industrial automation and control,Vibration Monitoring Systems | Shock Pulse Measurement | Condition Monitoring Sensors | Portable Instruments | Online Monitoring Systems | Condition Monitoring Software,Intellinova | Leonova,industrial processing | energy | mining,,brand-spm-instrument-official,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SPM Instrument Industrial sensors,"SPM Instrument manufacturer profile covering industrial sensors, measurement and instrumentation, and industrial automation and control, based on official company and product sources.",,,80
spn,SPN Schwaben Präzision Fritz Hopf GmbH,SPN,spn,SPN | SPN Drive,CONFIRMED,CURRENT,BRAND_SAFE,spn-drive.de,https://www.spn-drive.de/en,Germany,,,,"SPN publishes official information for gear units and geared drives and shaft-locking and transmission components. The published range names Standard Gear Units, Customized Gear Units, and Integrated Drive Solutions.",gear units and geared drives | shaft-locking and transmission components,Standard Gear Units | Customized Gear Units | Integrated Drive Solutions,,industrial manufacturing | factory automation,,brand-spn-official | brand-spn-gear-units,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SPN Gear units and geared drives,"SPN manufacturer profile covering gear units and geared drives and shaft-locking and transmission components, based on official company and product sources.",,,80
spraying-systems,Spraying Systems Co.,Spraying Systems Co.,spraying-systems,SPRAYING SYSTEMS CO. | SPRAYING SYSTEMS,CONFIRMED,CURRENT,BRAND_SAFE,spray.com,https://www.spray.com/,United States,"Glendale Heights, Illinois, United States",,,First-party sources establish Spraying Systems Co. in coating and finishing equipment. The confirmed country record is United States.,coating and finishing equipment,Hydraulic Spray Nozzles | Air Atomizing Nozzles | Automatic Nozzles | Spray Guns | Tank Cleaning Equipment | Automated Spray Systems,FullJet | VeeJet | WhirlJet | TankJet | WindJet | SprayDry,chemical processing | food and pharmaceutical processing | industrial manufacturing | transportation,brand-assets/logos/spraying-systems.svg,brand-spraying-systems-official | brand-spraying-systems-nozzles,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Spraying Systems Co. Coating and finishing equipment,"Spraying Systems Co. manufacturer profile covering coating and finishing equipment, based on official company and product sources.",,,95
spraytech,SPRAYTECH,SPRAYTECH,spraytech,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,AMBIGUOUS_IDENTITY,AMBIGUOUS_IDENTITY,0
spx-flow,"SPX FLOW, Inc.",SPX FLOW,spx-flow,SPX | SPX FLOW,CONFIRMED,CURRENT,BRAND_SAFE,spxflow.com,https://www.spxflow.com/,United States,,,,"First-party sources establish SPX FLOW in pumps and pumping systems, industrial valves and flow control, thermal-management equipment, and filtration and water systems. The confirmed country record is United States.",pumps and pumping systems | industrial valves and flow control | thermal-management equipment | filtration and water systems,Process Pumps | Process Valves | Mixers and Blenders | Homogenizers | Separators and Centrifuges | Heat Exchangers | Filtration Systems | Dryers,,food and pharmaceutical processing | chemical processing | industrial processing,brand-assets/logos/spx-flow.png,brand-spx-flow-official | brand-spx-flow-company-overview,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,SPX FLOW Pumps and pumping systems,"SPX FLOW manufacturer profile covering pumps and pumping systems, industrial valves and flow control, and thermal-management equipment, based on official company and product sources.",,,95
stabilus,Stabilus SE,Stabilus,stabilus,STABILUS,CONFIRMED,CURRENT,BRAND_SAFE,stabilus.com,https://www.stabilus.com/,Germany,,,,"Official Stabilus material documents a product scope covering drive and motion-control systems. Documented families and lines include Gas Springs, Hydraulic Dampers, Vibration and Isolation Products, and Electromechanical Drives.",drive and motion-control systems,Gas Springs | Hydraulic Dampers | Vibration and Isolation Products | Electromechanical Drives,,transportation | industrial manufacturing | industrial processing,brand-assets/logos/stabilus.png,brand-stabilus-official | brand-stabilus-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Stabilus Drive and motion-control systems,"Stabilus manufacturer profile covering drive and motion-control systems, based on official company and product sources.",,,90
stahl-cranesystems,STAHL CraneSystems GmbH,STAHL CraneSystems,stahl-cranesystems,STAHL CRANESYSTEMS | STAHL,CONFIRMED,GROUP_BRAND,BRAND_SAFE,cmco.com,https://www.cmco.com/en-us/our-brands/stahlcranes/,Germany,"Künzelsau, Germany",1876,Columbus McKinnon Corporation,Manufacturer-owned sources identify STAHL CraneSystems with lifting and crane systems. The confirmed country record is Germany.,lifting and crane systems,Electric Chain Hoists | Wire Rope Hoists | Electric Winches | Crane Kits | Travel Drives | Wheel Blocks | Crane Systems,ST | SH | AS 7 | SHW 8 | SXD | SXF,industrial manufacturing | oil and gas | chemical processing | transportation,brand-assets/logos/stahl-cranesystems.svg,brand-stahl-cranesystems-official | brand-stahl-cranesystems-cranes,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,STAHL CraneSystems Lifting and crane systems,"STAHL CraneSystems manufacturer profile covering lifting and crane systems, based on official company and product sources.",,,95
stama,STAMA,STAMA,stama,STAMA,CONFIRMED,GROUP_BRAND,BRAND_SAFE,chiron-group.com,https://chiron-group.com/,Germany,,,CHIRON Group SE,The source-backed STAMA portfolio covers industrial machinery and CNC systems. Its documented corporate parent is CHIRON Group SE.,industrial machinery | CNC systems,Vertical Milling Centers | Mill-Turn Machining Centers | Complete Machining Solutions,,transportation | industrial manufacturing | laboratory and life-science applications | aerospace,,brand-stama-parent-official | brand-stama-group-report,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,STAMA Industrial machinery,"STAMA manufacturer profile covering industrial machinery and CNC systems, based on official company and product sources.",,,85
stamford,STAMFORD,STAMFORD,stamford,STAMFORD ALTERNATORS | STAMFORD | AvK,CONFIRMED,GROUP_BRAND,BRAND_SAFE,stamford-avk.com,https://www.stamford-avk.com/alternators/stamford,,,,Cummins Inc.,The source-backed STAMFORD portfolio covers electrical power systems. Its documented corporate parent is Cummins Inc..,electrical power systems,Wire-Wound Alternators | Generator-Set Alternators | Water-Cooled Alternators,S0 | S1 | S4 | S5 | S6 | S7 | S9 | UC22 | UC27 | HC4 | P80,energy | marine applications | oil and gas,brand-assets/logos/stamford.jpg,brand-stamford-official | brand-stamford-alternators,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,STAMFORD Electrical power systems,"STAMFORD manufacturer profile covering electrical power systems, based on official company and product sources.",,,85
